대분류,중분류,소분류,category_code,total_count_en,name,summary,has_photo,cid
Nature,,,Co6c2n2,91,Anyangcheon Stream,"Anyangcheon Stream, where every season brings a new scenic walk",True,ENPxjlehm
Nature,,,Co6c2n2,91,Eungbongsan Mountain,"A low mountain located in Eungbong-dong, Seongdong-gu",True,ENPkxys7x
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Seodalsan Mountain,"A mountain embracing the National Cemetery, recommended as a beginner's hiking course.",True,ENPtr2tsi
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Namsan Dulle-gil Trail,"A healing trail circling Namsan in the heart of Seoul, centered around N Seoul Tower",True,ENP9jn7zj
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Eungbongsan Mountain,"A low mountain located in Eungbong-dong, Seongdong-gu",True,ENPkxys7x
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Inwangsan Night Views,"Thanks to its stunning night time views, Inwangsan has quickly captured the hearts of many.",True,ENP039306
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Yongmasan Mountain,The highest mountain in Jungnang-gu and the highest peak in Achasan Mountain.,True,ENP039305
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Eungbongsan Mountain Night View,A place to enjoy the sparkling night view of downtown Seoul,True,ENP038786
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Eungbongsan Mountain Palgakjeong Pavilion ,A place where visitors can get a beautiful overlook of Seoul on Eungbongsan Mountain.,True,ENP038785
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Jiyangsan Mountain,Jiyangsan mountain is an accessible and inclusive place for anyone that wants to enjoy urban nature,True,ENP037532
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Baengnyeonsan Mountain,Baengnyeonsan mountain - a great place for an easy and comfortable walk,True,ENP037529
Nature,Natural Sites(Mountains),,Cu5u8d4,30,Ansan Mountain,Ansan Mountain is 295.5 meters high and it is located in the Seodaemun-gu district of Seoul.,True,ENP037364
Nature,Natural Sites(Parks),,Cp3b3j9,33,Yeonhui Forest Rest Area,A rest area located in Seodaemun-gu where you can feel the beauty of nature in the city center.,True,ENPyia5so
Nature,Natural Sites(Parks),,Cp3b3j9,33,Yongsan Children's Garden,Yongsan Children's Garden temporarily opened on the returned Yongsan Park site,True,ENPctphmy
Nature,Natural Sites(Parks),,Cp3b3j9,33,Choansan Neighborhood Park Barefoot Loess Trail,A healing space to enhance the well-being of city residents weary from daily life,True,ENP9l9dhu
Nature,Natural Sites(Parks),,Cp3b3j9,33,Bamseom Island,"An island located downstream of the Mapodaegyo Bridge on the Hangang River, where the Seogangdaegyo Bridge passes through",True,ENP0l726f
Nature,Natural Sites(Parks),,Cp3b3j9,33,Gyeongchun Line (Railroad) Forest,"The Gyeongchun Line (Railroad) Forest in Gongneung-dong, Nowon-gu, Seoul, once traversed by trains bound for Chuncheon",True,ENPi8pv19
Nature,Natural Sites(Parks),,Cp3b3j9,33,Mapo Saebit Culture Forest,"A neighborhood park located in Dangin-dong, Mapo-gu",True,ENPjxg13l
Nature,Natural Sites(Parks),,Cp3b3j9,33,Ttukseom Hangang Park,Hangang Park with various sports facilities,True,ENPbdyynw
Nature,Natural Sites(Parks),,Cp3b3j9,33,Seocho Flower Garden,Enjoy nature and main seasonal flowers at the Seocho Flower Garden,True,ENPsgywus
Nature,Natural Sites(Parks),,Cp3b3j9,33,Cheonggyesan Waterside Ecological Park,"A park designed for people of all ages, including children, seniors, and those with disabilities, ensuring their utmost comfort while enjoying the natural environment.",True,ENPv3l77y
Nature,Natural Sites(Parks),,Cp3b3j9,33,Namsan Yejang Park,"A Way Walking with History, NamsanYejangPark",True,ENP042009
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Songjeong Jebang gil,A riverside trail along Jungnangcheon that is beautiful in all four seasons,True,ENP0aa7qh
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Suraksan Byeokung Valley,A valley near Seoul accessible by subway,True,ENPda1e2c
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Anyangcheon Stream,"Anyangcheon Stream, where every season brings a new scenic walk",True,ENPxjlehm
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Hongjecheon Artificial Waterfall,"A man-made waterfall in the heart of Seoul
A relaxing space for residents equipped with shelters, artificial waterfalls, music fountains, and more.",True,ENP2xzi3t
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Suseong-dong Valley,"Suseong-dong Valley has been known as a valley to be so beautiful that is has appeared in Suseong-dong's ""Jangdong Eight Hinges"" by Jeongseon Gyeomjae. It is said that Daegun Anpyeong and Jeongseon Gyeomjae visited frequently and enjoyed Chinese calligraphy and art while looking over the beautiful view.",True,ENP037952
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Banpo Hangang Park,"Recently renovated under the city's ""Hangang Renaissance Project.""",True,ENP003968
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Ichon Hangang Park,Features Nodeulseom Island and the northern banks of Hangang River.,True,ENP003617
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Jamwon Hangang Park,"Acts as both a popular date spot, as well as home to numerous sports facilities, including 8.2 km inline skating rink.",True,ENP002909
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Jamsil Hangang Park,"Comes fully equipped with large recreational facilities, such as a swimming pool, inline skating rinks, cycling roads, ice rink, soccer field, and volleyball courts.",True,ENP004023
Nature,Natural Sites(Rivers),,Cw8j0y7,22,Mangwon Hangang Park,"Located between Seongsandaegyo Bridge and Yanghwadaegyo Bridge, Mangwon Hangang Park is a beautiful place with many historical sites.",True,ENP002841
Shopping,,,Cu8e6t5,289,Good Morning General Store,A lifestyle select shop that delivers values and stories together.,True,ENP42hkoc
Shopping,,,Cu8e6t5,289,Olive Better Gwanghwamun Branch,A wellness-specialized store presented by 'Olive Young.',True,ENPza4e3a
Shopping,,,Cu8e6t5,289,Atypical Yongsan shop & gallery,A cute and lovely prop shop and gallery.,True,ENPfko0nq
Shopping,,,Cu8e6t5,289,dearpost,A letter shop that captures the beautiful moments of cloudy days.,True,ENP0zmnvi
Shopping,,,Cu8e6t5,289,M CRAFT,A leather bag brand that started in a small workshop in 1987.,True,ENPth7w31
Shopping,,,Cu8e6t5,289,LOW CLASSIC Mirae Building Branch,"A ready-to-wear brand inspired by the sensibility of Seoul, based on classic and minimalism.",True,ENP3crf5v
Shopping,,,Cu8e6t5,289,LOW CLASSIC Seongsu Branch,"A ready-to-wear brand inspired by the sensibility of Seoul, based on classic and minimalism.",True,ENPab5p53
Shopping,,,Cu8e6t5,289,LOW CLASSIC Garosu-gil Branch,"A ready-to-wear brand inspired by the sensibility of Seoul, based on classic and minimalism.",True,ENP2i6uh8
Shopping,,,Cu8e6t5,289,Renewed Seongsu,A Seongsu vintage shop full of neatly arranged secondhand products.,True,ENPrzx6dz
Shopping,,,Cu8e6t5,289,Romantic Move Seongsu Flagship Store,A Korean local shoe brand with high completeness and quality.,True,ENP1p6g0h
Shopping,Department Stores,,Cs3j7y4,18,Shinsegae The Heritage,A shopping and cultural complex reborn through the preservation and restoration of a designated tangible cultural heritage modern building.,True,ENP6ptemj
Shopping,Department Stores,,Cs3j7y4,18,COEX Luggage Storage,COEX Luggage Storage,True,ENP32m3he
Shopping,Department Stores,,Cs3j7y4,18,The Hyundai Seoul,"The Hyundai Seoul is the largest shopping mall in Seoul, covering an area the size of 13 football fields. The mall opened in 2021 and offers visitors the chance to enjoy a relaxed shopping experience, which is why the mall has dedicated 49% of its entire property to recreational areas.",True,ENP037170
Shopping,Department Stores,,Cs3j7y4,18,Shinsegae Department Store (Main Store),"Situated between Myeong-dong and Namdaemun Market, the Shinsegae Department Store (Main Store) catches people’s attention with its vintage, early 20th century style architecture.",True,ENP017598
Shopping,Department Stores,,Cs3j7y4,18,Lotte World Mall,"Lotte world Tower, a high-rise building with 123 floors, height of 555m, the 6th tallest building in the world",True,ENP015859
Shopping,Department Stores,,Cs3j7y4,18,Enter6 Wangsimni Store,"Enter6 Wangsimni store, where you could feel Europe within South Korea is a multiplex with 120 domestic and foreign fashion brand stores, movie theatres, restaurants and cafes, where you could enjoy shopping and cultural experiences at the same time.",True,ENP015857
Shopping,Department Stores,,Cs3j7y4,18,Galleria Luxury Hall,Galleria Luxury is the largest single luxury store in Korea.,True,ENP000475
Shopping,Department Stores,,Cs3j7y4,18,IFC Mall,"The IFC Mall is a large indoor mall located on the B1-B3 levels of the Yeouido IFC. The mall has many stores and often hosts Hallyu events, such as fan meetings and movie premieres.",True,ENP000419
Shopping,Department Stores,,Cs3j7y4,18,Times Square,"Times Square is one of the biggest multipurpose shopping malls in Korea. With diverse brand-name goods, resting areas and a central location, people of all ages can enjoy an urban lifestyle in Times Square.",True,ENP000403
Shopping,Department Stores,,Cs3j7y4,18,COEX Mall,"COEX Mall is the largest underground shopping mall in Asia and is connected to several exhibition halls, a convention center, a hotel, a department store, and an office building.",True,ENP000268
Shopping,Duty Free Shops,,Cp5i3g2,5,Shinsegae Duty Free,Shinsegae Duty Free’s Myung-dong store is located on the 8th through 12th floors of the Shinsegae Main Store building.,True,ENP024463
Shopping,Duty Free Shops,,Cp5i3g2,5,Shilla IPark Duty Free,"Located in Yongsan-gu, central Seoul, the Shilla IPark Duty Free carries over 600 luxury and designer brands.",True,ENP016352
Shopping,Duty Free Shops,,Cp5i3g2,5,Lotte Duty Free Shop,"Lotte Duty Free Shop-Main Store is located in Myeong-dong, which is the center of Seoul.  You can enjoy Smart Store and Star Avenue with handprints of Lotte Duty Free models on floor 1.",True,ENP000217
Shopping,Duty Free Shops,,Cp5i3g2,5,Lotte Duty Free Main Store,"Owned and operated by the Lotte Corporation, Lotte Duty Free Shop is situated in the Lotte Department Store, offering shoppers a superb one-stop shopping opportunity.",True,ENP009641
Shopping,Duty Free Shops,,Cp5i3g2,5,Dongwha Duty Free Shop,"Carries famous brands such as Hermès, Louis Vuitton, Gucci, Bvlgari, Salvatore Ferragamo and Ermenegildo Zegna, and over 300,000 different imported goods are on display and sale.",True,ENP009677
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Lotte Outlet Seoul Station,We offer new and enjoyable experiences every day!,True,ENP2dr3he
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Kwangya@Seoul,A space where you can directly experience the IP contents of K-POP artists,True,ENPx2foc9
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Enter-6 Fashion Mall,The newest shopping grounds and culture spot in Gangnam,True,ENPpic8xu
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Songridan-gil,Walking course from Seokchon Lake Dongho to Songpanaru Station,True,ENP041786
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Gyeongnidan-gil,"Between Itaewon and Haebangchon, the road from the Armed Forces Financial Management Corps to the Grand Hyatt Seoul and its surrounding alleys",True,ENP041784
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Ssamzi-gil,Ssamzi-gil is a shopping mall that was established in 2004 and features both traditional and modern crafts and doubles as a cultural complex,True,ENP037934
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Sewoon Cheonggye Shopping Center,"Sewoon Cheonggye Shopping Mall, built as a residential and commercial building in the 1960s, appeared as ""Geumga Plaza"" in the drama Vincenzo and has become a hot place to visit ever since.",True,ENP037890
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Goto Mall,"Located in Express Bus Terminal Station, Goto Mall is the largest underground shopping center in Gangnam.",True,ENP029546
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Gangnam Station Underground Shopping Center,"In Gangnam Station on Subway Line 2, below the extravagant world of Gangnam-daero, a new world awaits shoppers.",True,ENP017740
Shopping,Shopping Malls & Outlets,,Cy4k5t1,28,Cheongdamdong Fashion Street,Cheongdam currently boasts the world's major luxury brands lined up neatly for your shopping pleasure.,True,ENP001307
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,Atypical Yongsan shop & gallery,A cute and lovely prop shop and gallery.,True,ENPfko0nq
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,dearpost,A letter shop that captures the beautiful moments of cloudy days.,True,ENP0zmnvi
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,M CRAFT,A leather bag brand that started in a small workshop in 1987.,True,ENPth7w31
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,LOW CLASSIC Garosu-gil Branch,"A ready-to-wear brand inspired by the sensibility of Seoul, based on classic and minimalism.",True,ENP2i6uh8
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,Romantic Move Seongsu Flagship Store,A Korean local shoe brand with high completeness and quality.,True,ENP1p6g0h
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,Cosmic Mansion Seochon,A specialized fragrance brand located in an alley of Seochon.,True,ENP4sh9je
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,Poset Yeonhui,A prop shop in Yeonhui-dong that feels like coming to a postcard library.,True,ENPncj7nn
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,Beesket Studio,A stationery store where photos and writing linger.,True,ENPjx2a9d
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,Hetras Seongsu,A lifestyle shop enveloped in scents.,True,ENP86di0a
Shopping,Specialty Shops & Stores,,Cn0t1e0,151,Seongsu Ready Young drug store,A premium drug store where you can experience K-beauty cosmetics and highly functional cosmetics available only at pharmacies.,True,ENPi3s4ab
Shopping,Supermarkets & Warehouses,,Ct1z4k9,3,Seungjun Toy,"A landmark of Dongdaemun Toy Street, and a place of nostalgia",True,ENPpp5dae
Shopping,Supermarkets & Warehouses,,Ct1z4k9,3,Lotte Mart Zettaplex (Seoul Station),Lotte Mart is one of the leading discount store chains in Korea.,True,ENP000541
Shopping,Supermarkets & Warehouses,,Ct1z4k9,3,E-Mart (Wangsimni Branch),"Find fresh food, processed food, everyday supplies, cosmetics, fashion accessories, toys, stationery, and even the latest electronic appliances at a reasonable price. All items are tax free for foreigners.",True,ENP009885
Shopping,Traditional Markets,,Cn7z1h7,34,Renewed Seongsu,A Seongsu vintage shop full of neatly arranged secondhand products.,True,ENPrzx6dz
Shopping,Traditional Markets,,Cn7z1h7,34,Hwanghak-dong Flea Market,A market where old memories are piled up layer by layer.,True,ENPg1mnzj
Shopping,Traditional Markets,,Cn7z1h7,34,Yangjae Flower Market,The largest flower market in Korea,True,ENP64f1uy
Shopping,Traditional Markets,,Cn7z1h7,34,Gyeongdong Market,A representative market of Seoul in Cheongnyangni where tradition and modernity harmonize,True,ENP3rjtd6
Shopping,Traditional Markets,,Cn7z1h7,34,pocaboo,A K-POP photocard lucky draw shop,True,ENPdi0px1
Shopping,Traditional Markets,,Cn7z1h7,34,DUCKY WORLD,A store for storing and decorating K-POP idol photocards,True,ENPveuat2
Shopping,Traditional Markets,,Cn7z1h7,34,WITH·MU·U HONGDAE AK PLAZA,A must-visit goods shop for all K-POP fans,True,ENPkbyxzt
Shopping,Traditional Markets,,Cn7z1h7,34,Prop Factory,A doll accessory shop where you can dress up and decorate dolls,True,ENPue1dn6
Shopping,Traditional Markets,,Cn7z1h7,34,Hongdae R3 Fashion Street,The hub of fashion and shopping in Hongdae,True,ENPc8w958
Shopping,Traditional Markets,,Cn7z1h7,34,Gongneung-dong Dokkaebi Market,Gongneung-dong Dokkaebi Market originated from street vendors gathered near Hwarangdae,True,ENP7xadww
